k,omega_B2_caseA_mV0,omega_B2_caseA_mV1,omega_B2_caseA_mV5,omega_B2_caseA_mV20,omega_B2_caseB_mV0,omega_B2_caseB_mV1,omega_B2_caseB_mV5,omega_B2_caseB_mV20
5.468757766035776957e-02,5.467736134062812364e-02,5.467736137692252169e-02,5.467736176437452272e-02,5.467736206712832392e-02,5.467736134062812364e-02,6.083842395939411535e-02,1.062867337696268705e-01,1.312717843828636044e-01
5.611895073666672146e-02,5.610791138157193714e-02,5.610791142288226035e-02,5.610791186375299611e-02,5.610791220839295851e-02,5.610791138157193714e-02,6.243011831908330117e-02,1.090682739802775192e-01,1.347076395333754728e-01
5.758778805935913653e-02,5.757585938393677827e-02,5.757585943097297959e-02,5.757585993254810824e-02,5.757586032493271916e-02,5.757585938393677827e-02,6.406341925567259066e-02,1.119225873475838406e-01,1.382334230806367692e-01
5.909507020420543683e-02,5.908218058772415904e-02,5.908218064123491042e-02,5.908218121191734229e-02,5.908218165767079033e-02,5.908218058772415904e-02,6.573941142901279511e-02,1.148515762013296582e-01,1.418514887423868998e-01
6.064180341221517972e-02,6.062787546906118347e-02,6.062787552989690187e-02,6.062787617920033928e-02,6.062787668652080270e-02,6.062787546906118347e-02,6.745920753970183203e-02,1.178571924678279287e-01,1.455642518385690254e-01
6.222902026138979470e-02,6.221397037747652264e-02,6.221397044673517007e-02,6.221397118548217808e-02,6.221397176263362278e-02,6.221397037747652264e-02,6.922394903511241981e-02,1.209414389526554390e-01,1.493741909042461680e-01
6.385778035605760294e-02,6.384151818799635447e-02,6.384151826679700104e-02,6.384151910730813395e-02,6.384151976387589245e-02,6.384151818799635447e-02,7.103480683133651941e-02,1.241063706552181373e-01,1.532838493431546989e-01
6.552917103425122403e-02,6.551159896831258711e-02,6.551159905795563010e-02,6.551160001427988600e-02,6.551160076134592003e-02,6.551159896831258711e-02,7.289298205203098568e-02,1.273540961166462204e-01,1.572958371251677590e-01
6.724430809359958905e-02,6.722532066121893191e-02,6.722532076321550976e-02,6.722532185124209525e-02,6.722532270139434940e-02,6.722532066121893191e-02,7.479970678362260483e-02,1.306867788014356990e-01,1.614128325291409594e-01
6.900433653621927677e-02,6.898381978268301740e-02,6.898381989875158882e-02,6.898382113657311465e-02,6.898382210349962573e-02,6.898381978268301740e-02,7.675624484762808009e-02,1.341066385134466188e-01,1.656375839297619945e-01
7.081043133310226112e-02,7.078826213554674507e-02,7.078826226758225260e-02,7.078826367587565116e-02,7.078826477598516853e-02,7.078826213554674507e-02,7.876389259022531508e-02,1.376159528476954275e-01,1.699729116319671773e-01
7.266379820851057159e-02,7.263984353915910186e-02,7.263984368938589120e-02,7.263984529164155268e-02,7.263984654336942681e-02,7.263984353915910186e-02,8.082397968887702899e-02,1.412170586777818371e-01,1.744217097536545913e-01
7.456567444490133645e-02,7.453979057534301789e-02,7.453979074624102197e-02,7.453979256906687056e-02,7.453979399296806196e-02,7.453979057534301789e-02,8.293786997691811325e-02,1.449123536805248247e-01,1.789869481565603826e-01
7.651732970891969576e-02,7.648936135048482743e-02,7.648936154489695272e-02,7.648936361871674916e-02,7.648936523848155755e-02,7.648936135048482743e-02,8.510696228555625353e-02,1.487042978983250940e-01,1.836716744291042591e-01
7.852006689901096237e-02,7.848984627427568750e-02,7.848984649548979009e-02,7.848984885479066975e-02,7.848985069778798007e-02,7.848984627427568750e-02,8.733269130399953784e-02,1.525954153398270952e-01,1.884790159194718595e-01
8.057522301521782837e-02,8.054256885526821230e-02,8.054256910692174365e-02,8.054257179102092268e-02,8.054257388785157623e-02,8.054256885526821230e-02,8.961652845744005891e-02,1.565882956202787057e-01,1.934121818235950974e-01
8.268417005174337475e-02,8.264888651292086330e-02,8.264888679921010561e-02,8.264888985275474498e-02,8.264889223804429419e-02,8.264888651292086330e-02,9.195998280332734476e-02,1.606855956418214437e-01,1.984744653260651637e-01
8.484831591287569919e-02,8.481019140688753066e-02,8.481019173258690091e-02,8.481019520640967202e-02,8.481019791995672574e-02,8.481019140688753066e-02,9.436460194590813588e-02,1.648900413148160493e-01,2.036692457983486082e-01
8.706910535288565900e-02,8.702791128334670667e-02,8.702791165385345695e-02,8.702791560572886720e-02,8.702791869262140045e-02,8.702791128334670667e-02,9.683197296894724415e-02,1.692044293211944772e-01,2.089999910537192196e-01
8.934802094052503307e-02,8.930351033822421514e-02,8.930351075972839392e-02,8.930351525539514945e-02,8.930351876697113778e-02,8.930351033822421514e-02,9.936372338686506878e-02,1.736316289202111951e-01,2.144702596614921630e-01
9.168658404876929569e-02,9.163849009805059842e-02,9.163849057756462413e-02,9.163849569176420184e-02,9.163849968645819410e-02,9.163849009805059842e-02,1.019615221143561623e-01,1.781745837978716551e-01,2.200837033217964978e-01
9.408635587046544624e-02,9.403439031759036615e-02,9.403439086307430195e-02,9.403439668082021197e-02,9.403440122505483945e-02,9.403439031759036615e-02,1.046270804541047372e-01,1.828363139608313037e-01,2.258440693019582723e-01
9.654893846056303297e-02,9.649278989497266090e-02,9.649279051549097819e-02,9.649279713349630250e-02,9.649280230258557023e-02,9.649278989497266090e-02,1.073621531028932236e-01,1.876199176751465469e-01,2.317552029375979372e-01
9.907597580562425843e-02,9.901530780393223707e-02,9.901530850979452236e-02,9.901531603801251580e-02,9.901532191811521222e-02,9.901530780393223707e-02,1.101685391757966231e-01,1.925285734512838798e-01,2.378210501978568481e-01
1.016691549213269291e-01,1.016036040430896015e-01,1.016036048460411817e-01,1.016036134094856491e-01,1.016036200981912940e-01,1.016036040430896015e-01,1.130480832483028858e-01,1.975655420759761249e-01,2.440456603187962092e-01
1.043302069786931630e-01,1.042593806023728725e-01,1.042593815157184245e-01,1.042593912565903530e-01,1.042593988647595310e-01,1.042593806023728725e-01,1.160026764161548457e-01,2.027341686914854169e-01,2.504331885047574868e-01
1.070609084597955729e-01,1.069843824459700277e-01,1.069843834848765995e-01,1.069843945648543404e-01,1.069844032189634780e-01,1.069843824459700277e-01,1.190342573727150299e-01,2.080378849235119676e-01,2.569878987011556815e-01
1.098630823437124066e-01,1.097803985121533765e-01,1.097803996938788856e-01,1.097804122967979690e-01,1.097804221401322139e-01,1.097803985121533765e-01,1.221448135032647125e-01,2.134802110583167156e-01,2.637141664391500218e-01
1.127385993235236333e-01,1.126492627292923626e-01,1.126492640734371303e-01,1.126492784083214793e-01,1.126492896042261271e-01,1.126492627292923626e-01,1.253363819961201830e-01,2.190647582696761964e-01,2.706164817546265478e-01
1.156893790551600104e-01,1.155928550478503153e-01,1.155928565766755900e-01,1.155928728812058853e-01,1.155928856152731443e-01,1.155928550478503153e-01,1.286110509698223103e-01,2.247952308966784385e-01,2.776994521842650609e-01
1.187173914389393348e-01,1.186131024878957774e-01,1.186131042267593305e-01,1.186131227711082620e-01,1.186131372542785500e-01,1.186131024878957774e-01,1.319709606159562010e-01,2.306754287729330943e-01,2.849678058387360990e-01
1.218246579346449476e-01,1.217119802018646890e-01,1.217119821795916018e-01,1.217120032709171906e-01,1.217120197430166112e-01,1.217119802018646890e-01,1.354183043568747691e-01,2.367092496078673780e-01,2.924263945571968226e-01
1.250132529110247748e-01,1.248915125518137575e-01,1.248915148011334603e-01,1.248915387887199469e-01,1.248915575224849583e-01,1.248915125518137575e-01,1.389553300176167017e-01,2.429006914208032830e-01,3.000801971437126459e-01
1.282853050306116127e-01,1.281537742005045000e-01,1.281537767586626020e-01,1.281538040394302747e-01,1.281538253446660724e-01,1.281537742005045000e-01,1.425843410109642884e-01,2.492538550284256194e-01,3.079343226882941820e-01
1.316429986707891575e-01,1.315008912158264487e-01,1.315008941251284147e-01,1.315009251503032883e-01,1.315009493793173334e-01,1.315008912158264487e-01,1.463076975348675535e-01,2.557729465861138807e-01,3.159940139747712817e-01
1.350885753820526280e-01,1.349350421874490336e-01,1.349350454960032974e-01,1.349350807784710782e-01,1.349351083317316957e-01,1.349350421874490336e-01,1.501278177810058123e-01,2.624622801837424024e-01,3.242646509776843655e-01
1.386243353844373860e-01,1.384584593550246268e-01,1.384584631175141967e-01,1.384585032401931814e-01,1.384585345725847516e-01,1.384584593550246268e-01,1.540471791532352919e-01,2.693262804963235668e-01,3.327517544504529634e-01
1.422526391031142534e-01,1.420734297466988705e-01,1.420734340252524375e-01,1.420734796506131770e-01,1.420735152793037304e-01,1.420734297466988705e-01,1.580683194943632852e-01,2.763694854899304554e-01,3.414609896072491324e-01
1.459759087441773739e-01,1.457822963268791960e-01,1.457823011921299816e-01,1.457823530730173178e-01,1.457823935855809272e-01,1.457822963268791960e-01,1.621938383200959011e-01,2.835965491830331198e-01,3.503981699010412232e-01
1.497966299116758881e-01,1.495874591518640273e-01,1.495874646840599509e-01,1.495875236759958149e-01,1.495875697404196181e-01,1.495874591518640273e-01,1.664263980579019642e-01,2.910122444637162076e-01,3.595692609003917628e-01
1.537173532669693365e-01,1.534913765319870227e-01,1.534913828223135879e-01,1.534914498973689312e-01,1.534915022721585753e-01,1.534913765319870227e-01,1.707687252893225760e-01,2.986214659626811319e-01,3.689803842671825485e-01
1.577406962315144046e-01,1.574965661986130472e-01,1.574965733506598908e-01,1.574966496132587379e-01,1.574967091603542979e-01,1.574965661986130472e-01,1.752236119932467362e-01,3.064292329820425542e-01,3.786378218382124294e-01
1.618693447342197389e-01,1.616056064741069609e-01,1.616056146055981912e-01,1.616057013105072493e-01,1.616057690093166965e-01,1.616056064741069609e-01,1.797939167880186762e-01,3.144406924799445502e-01,3.885480198140500163e-01
1.661060550045356243e-01,1.658211374431386997e-01,1.658211466877861084e-01,1.658212452603252673e-01,1.658213222230409400e-01,1.658211374431386997e-01,1.844825661698510366e-01,3.226611221106232552e-01,3.987175930558135573e-01
1.704536554124749526e-01,1.701458621228035539e-01,1.701458726325066340e-01,1.701459846917440510e-01,1.701460721814063715e-01,1.701458621228035539e-01,1.892925557444813389e-01,3.310959333195303000e-01,4.091533294952571231e-01
1.749150483567947501e-01,1.745825476295546907e-01,1.745825595768451532e-01,1.745826869616152743e-01,1.745827864135970076e-01,1.745825476295546907e-01,1.942269514493280835e-01,3.397506744930302025e-01,4.198621946592812626e-01
1.794932122025977572e-01,1.791340263401312027e-01,1.791340399209437328e-01,1.791341847195696557e-01,1.791342977630612510e-01,1.791340263401312027e-01,1.992888907624643380e-01,3.486310341618203967e-01,4.308513363127174922e-01
1.841912032696485513e-01,1.838031970438920859e-01,1.838032124807387480e-01,1.838033770646251008e-01,1.838035055495664261e-01,1.838031970438920859e-01,2.044815838950020115e-01,3.577428442572460066e-01,4.421280892220678105e-01
1.890121578727309015e-01,1.885930260834437489e-01,1.885930436289629530e-01,1.885932306906087375e-01,1.885933767174043652e-01,1.885930260834437489e-01,2.098083149627329447e-01,3.670920834192511473e-01,4.536999800433239027e-01
1.939592944154086562e-01,1.935065484802198366e-01,1.935065684212590176e-01,1.935067810174821712e-01,1.935069469705770484e-01,1.935065484802198366e-01,2.152724431328342791e-01,3.766848803546623548e-01,4.655747323374427871e-01
1.990359155385882650e-01,1.985468690416159754e-01,1.985468917038007708e-01,1.985471333045189801e-01,1.985473218908033188e-01,1.985468690416159754e-01,2.208774037408048341e-01,3.865275172440746365e-01,4.777602717162550694e-01
2.042454103253166509e-01,2.037171634456881875e-01,2.037171891986358785e-01,2.037174637422181356e-01,2.037176780329775783e-01,2.037171634456881875e-01,2.266267093727155624e-01,3.966264331953364142e-01,4.902647311227770199e-01
2.095912565632869484e-01,2.090206792992634344e-01,2.090207085624429528e-01,2.090210205183936909e-01,2.090212639992133636e-01,2.090206792992634344e-01,2.325239509070902710e-01,4.069882277415518557e-01,5.030964562485331637e-01
2.150770230665621507e-01,2.144607371651273409e-01,2.144607704145341243e-01,2.144611248543504267e-01,2.144614014801749236e-01,2.144607371651273409e-01,2.385727985107111426e-01,4.176196643807254527e-01,5.162640110925246217e-01
2.207063720580665911e-01,2.200407315532930952e-01,2.200407693289912203e-01,2.200411720064335275e-01,2.200414862634263169e-01,2.200407315532930952e-01,2.447770025817777584e-01,4.285276741542253798e-01,5.297761836645430433e-01
2.264830616144364872e-01,2.257641318713441703e-01,2.257641747859964187e-01,2.257646322277788165e-01,2.257649892044708839e-01,2.257641318713441703e-01,2.511403946336497883e-01,4.397193592605317392e-01,5.436419918369196358e-01
2.324109481748595218e-01,2.316344833281997750e-01,2.316345320767025928e-01,2.316350516851964358e-01,2.316354571521841710e-01,2.316344833281997750e-01,2.576668881117482601e-01,4.512019967004077259e-01,5.578706893487831442e-01
2.384939891155825886e-01,2.376554077855206892e-01,2.376554631558973063e-01,2.376560533250871021e-01,2.376565138252544063e-01,2.376554077855206892e-01,2.643604791357128669e-01,4.629830419490956195e-01,5.724717719661202020e-01
2.447362453918012770e-01,2.438306045502483810e-01,2.438306674360169457e-01,2.438313376826217460e-01,2.438318606331613125e-01,2.438306045502483810e-01,2.712252471583651015e-01,4.750701326505759048e-01,5.874549838022216086e-01
2.511418842486983771e-01,2.501638511018504651e-01,2.501639225158909796e-01,2.501646836274545316e-01,2.501652774350379693e-01,2.501638511018504651e-01,2.782653555323160166e-01,4.874710923282982722e-01,6.028303238024481647e-01
2.577151820034399576e-01,2.566590037468235441e-01,2.566590848371438915e-01,2.566599490392653116e-01,2.566606232299978863e-01,2.566590037468235441e-01,2.854850519746534587e-01,5.001939341062218158e-01,6.186080523971476675e-01
2.644605268999864478e-01,2.633199981931255151e-01,2.633200902605977722e-01,2.633210714056444246e-01,2.633218367718554442e-01,2.633199981931255151e-01,2.928886689193360149e-01,5.132468644331116270e-01,6.347986983277592588e-01
2.713824220386245045e-01,2.701508500364441789e-01,2.701509545548166913e-01,2.701520683349350471e-01,2.701529371005069180e-01,2.701508500364441789e-01,3.004806237463222840e-01,5.266382868024791497e-01,6.514130656497666427e-01
2.784854883821751836e-01,2.771556551498327026e-01,2.771557737883542094e-01,2.771570379755187163e-01,2.771580239827827752e-01,2.771556551498327026e-01,3.082654188758485181e-01,5.403768054593984793e-01,6.684622409175845492e-01
2.857744678408858929e-01,2.843385899679606865e-01,2.843387246168196381e-01,2.843401593336037925e-01,2.843412782529858851e-01,2.843385899679606865e-01,3.162476417154764241e-01,5.544712290847868541e-01,6.859576005555861888e-01
2.932542264380650354e-01,2.917039116565453560e-01,2.917040644555712881e-01,2.917056924799610318e-01,2.917069620475921110e-01,2.917039116565453560e-01,3.244319644469025876e-01,5.689305744464258074e-01,7.039108184203817231e-01
3.009297575585726525e-01,2.992559581573274174e-01,2.992561315283218115e-01,2.992579786371487582e-01,2.992594189204769717e-01,2.992559581573274174e-01,3.328231436388491282e-01,5.837640700050379383e-01,7.223338735588706871e-01
3.088061852823363318e-01,3.069991480984174403e-01,3.069993447814982068e-01,3.070014401367471835e-01,3.070030738348956678e-01,3.069991480984174403e-01,3.414260196714801743e-01,5.989811594625522595e-01,7.412390581671687295e-01
3.168887678051168777e-01,3.149379805595114434e-01,3.149382036540364083e-01,3.149405802373581587e-01,3.149424330180578546e-01,3.149379805595114434e-01,3.502455159573221177e-01,6.145915052379974375e-01,7.606389857557180889e-01
3.251829009488081401e-01,3.230770346810901139e-01,3.230772876916541692e-01,3.230799827927194334e-01,3.230820836710942556e-01,3.230770346810901139e-01,3.592866379427636092e-01,6.306049918554978984e-01,7.805465995251359423e-01
3.336941217636142931e-01,3.314209691064707308e-01,3.314212559945606262e-01,3.314243117595464527e-01,3.314266935232113576e-01,3.314209691064707308e-01,3.685544718737057135e-01,6.470317292267769860e-01,8.009751809590835991e-01
3.424281122245088627e-01,3.399745212451982246e-01,3.399748464871942821e-01,3.399783105343951450e-01,3.399810102206692330e-01,3.399745212451982246e-01,3.780541833081228487e-01,6.638820558091046431e-01,8.219383586382844609e-01
3.513907030244440288e-01,3.487425063462252228e-01,3.487428749984722298e-01,3.487468011086561348e-01,3.487498605392145845e-01,3.487425063462252228e-01,3.877910153579209873e-01,6.811665416175098908e-01,8.434501172828856586e-01
3.605878774668414000e-01,3.577298163690548205e-01,3.577302341407593844e-01,3.577346830308983927e-01,3.577381494111728788e-01,3.577298163690548205e-01,3.977702866417662242e-01,6.988959910681674659e-01,8.655248070273018346e-01
3.700257754599640680e-01,3.669414186411176781e-01,3.669418919760443765e-01,3.669469321655479677e-01,3.669508587551113532e-01,3.669414186411176781e-01,4.079973889302009882e-01,7.170814456273806314e-01,8.881771529343510663e-01
3.797106976158354241e-01,3.763823542896733154e-01,3.763828904575303169e-01,3.763885992373137701e-01,3.763930460998191063e-01,3.763823542896733154e-01,4.184777844640081845e-01,7.357341862382357212e-01,9.114222647542309375e-01
3.896491094564420443e-01,3.860577364368126263e-01,3.860583436353938191e-01,3.860648081509490681e-01,3.860698429917972518e-01,3.860577364368126263e-01,4.292170029265396369e-01,7.548657354941642472e-01,9.352756469343839196e-01
3.998476457300280673e-01,3.959727481463610754e-01,3.959734356156599522e-01,3.959807540763068401e-01,3.959864531775348362e-01,3.959727481463610754e-01,4.402206380506532013e-01,7.744878595257038700e-01,9.597532088867654076e-01
4.103131148403623696e-01,4.061326401122521967e-01,4.061334182617553079e-01,4.061417012893746570e-01,4.061481505522618884e-01,4.061326401122521967e-01,4.514943438409696475e-01,7.946125695635174457e-01,9.848712755183015588e-01
4.210525033919363391e-01,4.165427280785160558e-01,4.165436086290261741e-01,4.165529807607207813e-01,4.165602768661339494e-01,4.165427280785160558e-01,4.630438303925163979e-01,8.152521231370691845e-01,1.010646598031688326e+00
4.320729808541256545e-01,4.272083899820622865e-01,4.272093861236274104e-01,4.272199874837888656e-01,4.272282391834777426e-01,4.272083899820622865e-01,4.748748592873249796e-01,8.364190248646068415e-01,1.037096365002407872e+00
4.433819043474304111e-01,4.381350628107384959e-01,4.381361893781618444e-01,4.381481775368686882e-01,4.381575070876194133e-01,4.381350628107384959e-01,4.869932385513511819e-01,8.581260267856917201e-01,1.064238213739362671e+00
4.549868235549883733e-01,4.493282391706141521e-01,4.493295128383544834e-01,4.493430648740229794e-01,4.493536096287163439e-01,4.493282391706141521e-01,4.994048171553341353e-01,8.803861281830416274e-01,1.092090241935421924e+00
4.668954857626405053e-01,4.607934635584155503e-01,4.607949030566396709e-01,4.608102178421845108e-01,4.608221320126068554e-01,4.607934635584155503e-01,5.121154790446024174e-01,9.032125748352515249e-01,1.120671019615266939e+00
4.791158410309133142e-01,4.725363283371573631e-01,4.725379546909479478e-01,4.725552554239264569e-01,4.725687120305473443e-01,4.725363283371573631e-01,5.251311366849382711e-01,9.266188576365560481e-01,1.149999601387467374e+00
4.916560475023711296e-01,4.845624694158541801e-01,4.845643062095731923e-01,4.845838432078680147e-01,4.845990362333554846e-01,4.845624694158541801e-01,5.384577241139267834e-01,9.506187105136363336e-01,1.180095539008097605e+00
5.045244768478804875e-01,4.968775616371809978e-01,4.968796353061981086e-01,4.969016890919571439e-01,4.969188358555272633e-01,4.968775616371809978e-01,5.521011894902613237e-01,9.752261075630273002e-01,1.210978894263230687e+00
5.177297198554237090e-01,5.094873138806459423e-01,5.094896540326481205e-01,5.095145387280782812e-01,5.095338824986741511e-01,5.094873138806459423e-01,5.660674871370813266e-01,1.000455259325437440e+00,1.242670252177983548e+00
5.312805921651916341e-01,5.223974638929770320e-01,5.224001036612062610e-01,5.224281707206704928e-01,5.224499835877720599e-01,5.223974638929770320e-01,5.803625690796722081e-01,1.026320608105449894e+00,1.275190734559461747e+00
5.451861401547852815e-01,5.356137728621925831e-01,5.356167492929845286e-01,5.356483915963345943e-01,5.356729776169000257e-01,5.356137728621925831e-01,5.949923760828713659e-01,1.052836822236637104e+00,1.308562013881628738e+00
5.594556469784534025e-01,5.491420197571702522e-01,5.491453742341804167e-01,5.491810305666900982e-01,5.492087292080295446e-01,5.491420197571702522e-01,6.099628281994483592e-01,1.080018789182749739e+00,1.342806327519868059e+00
5.740986387644005928e-01,5.629879954605813142e-01,5.629917741681564891e-01,5.630319341120858523e-01,5.630631240094794432e-01,5.629879954605813142e-01,6.252798148474104645e-01,1.107881607355594822e+00,1.377946492343129492e+00
5.891248909742996531e-01,5.771574967298369607e-01,5.771617511578037707e-01,5.772069604203782234e-01,5.772420634681856288e-01,5.771574967298369607e-01,6.409491844419630269e-01,1.136440576519219148e+00,1.414005919671909250e+00
6.045444349292575792e-01,5.916563200280613444e-01,5.916611075202261594e-01,5.917119737215419395e-01,5.917514595161805779e-01,5.916563200280613444e-01,6.569767336166544291e-01,1.165711186638022312e+00,1.451008630610176597e+00
6.203675645065878097e-01,6.064902552754031229e-01,6.064956396238140313e-01,6.065528385665732714e-01,6.065972292175496605e-01,6.064902552754031229e-01,6.733681960781091602e-01,1.195709105013559537e+00,1.488979271759461431e+00
6.366048430118628199e-01,6.216650795799290030e-01,6.216711316667328235e-01,6.217354141072607421e-01,6.217852894319079171e-01,6.216650795799290030e-01,6.901292311498703480e-01,1.226450161540646899e+00,1.527943131323592496e+00
6.532671102308330591e-01,6.371865510170504621e-01,6.371933495054946661e-01,6.372655484420644001e-01,6.373215515559776945e-01,6.371865510170504621e-01,7.072654120732441152e-01,1.257950331898226137e+00,1.567926155612406891e+00
6.703654896659196893e-01,6.530604025368864640e-01,6.530680346124770885e-01,6.531490731028426477e-01,6.532119164156375835e-01,6.530604025368864640e-01,7.247822141464855816e-01,1.290225718473983818e+00,1.608954965952974936e+00
6.879113959621135921e-01,6.692923360901216201e-01,6.693008982525573414e-01,6.693917977668105701e-01,6.694622693887810616e-01,6.692923360901216201e-01,7.426850027987826897e-01,1.323292528804017820e+00,1.651056876016828046e+00
7.059165425272363459e-01,6.858880170746375349e-01,6.858976159803820138e-01,6.859995052889150680e-01,6.860784758486896395e-01,6.858880170746375349e-01,7.609790217114430488e-01,1.357167051289753790e+00,1.694259909571905309e+00
7.243929493516519935e-01,7.028530692175193328e-01,7.028638225720801325e-01,7.029779471598670559e-01,7.030663770281440073e-01,7.028530692175193328e-01,7.796693811162761500e-01,1.391865627933885463e+00,1.738592818667469952e+00
7.433529510326480905e-01,7.201930700197423096e-01,7.202051075178579342e-01,7.203328395069363843e-01,7.204317864136978722e-01,7.201930700197423096e-01,7.987610464196390758e-01,1.427404623815238027e+00,1.784085102260901223e+00
7.628092050088454146e-01,7.379135469037881867e-01,7.379270112144681315e-01,7.380698597649616444e-01,7.381804867895310762e-01,7.379135469037881867e-01,8.182588273203701412e-01,1.463800392999217159e+00,1.830767025294737893e+00
7.827747000101311636e-01,7.560199742174465998e-01,7.560350220096827556e-01,7.561946441567727328e-01,7.563182280608229391e-01,7.560199742174465998e-01,8.381673676103095216e-01,1.501069240555819917e+00,1.878669638232366212e+00
8.032627647287575723e-01,7.745177712599253805e-01,7.745345742633048536e-01,7.747127861325573406e-01,7.748507259953922865e-01,7.745177712599253805e-01,8.584911358674055526e-01,1.539227380331258832e+00,1.927824797060922357e+00
8.242870767173956503e-01,7.934123015087360953e-01,7.934310476016176450e-01,7.936298359284681414e-01,7.937836620317209047e-01,7.934123015087360953e-01,8.792344172729499308e-01,1.578290888092168220e+00,1.978265183769418512e+00
8.458616715200825142e-01,8.127088732373820568e-01,8.127297675534217447e-01,8.129513014140480331e-01,8.131226843094383483e-01,8.127088732373820568e-01,9.004013068061865743e-01,1.618275649633170943e+00,2.030024327310436583e+00
8.680009520421595459e-01,8.324127417243752936e-01,8.324360077662213975e-01,8.326826504066985324e-01,8.328734100867923873e-01,8.324127417243752936e-01,9.219957040907071910e-01,1.659197303409885471e+00,2.083136625053068069e+00
8.907196981654552648e-01,8.525291132627789148e-01,8.525549940096067703e-01,8.528293146384687828e-01,8.530414297132011825e-01,8.525291132627789148e-01,9.440213101873644597e-01,1.701071177230418119e+00,2.137637364734847001e+00
9.140330766151331110e-01,8.730631511864497263e-01,8.730919101796885684e-01,8.733966955657925801e-01,8.736323123321068085e-01,8.730631511864497263e-01,9.664816266471167872e-01,1.743912218509527046e+00,2.193562746919899720e+00
9.379566510847904270e-01,8.940199841331898378e-01,8.940519065224601380e-01,8.943901722157001632e-01,8.946516134895211581e-01,8.940199841331898378e-01,9.893799571537372772e-01,1.787734917562021186e+00,2.250949907970332564e+00
9.625063926265681191e-01,9.154047167663225126e-01,9.154401102951218450e-01,9.158151112629360213e-01,9.161048848244480736e-01,9.154047167663225126e-01,1.012719412099719607e+00,1.832553223386110153e+00,2.309836943537326270e+00
9.876986903132071172e-01,9.372224431736748684e-01,9.372616390819671350e-01,9.376768795295306047e-01,9.379976860157802632e-01,9.372224431736748684e-01,1.036502916448301281e+00,1.878380451364917159e+00,2.370262932577824611e+00
1.013550362179170161e+00,9.594782631563464337e-01,9.595216169748101986e-01,9.599808590927365604e-01,9.603355991523605528e-01,9.594782631563464337e-01,1.060733221239203328e+00,1.925229182296611219e+00,2.432267961902359499e+00
1.040078666448132072e+00,9.821773016083499286e-01,9.822251938168884422e-01,9.827324651774532738e-01,9.831242456867107515e-01,9.821773016083499286e-01,1.085412919094697726e+00,1.973111152152609238e+00,2.495893151258425924e+00
1.067301313054334511e+00,1.005324731171726382e+00,1.005377567692853358e+00,1.005937166995346299e+00,1.006369306118622298e+00,1.005324731171726382e+00,1.110544464074735505e+00,2.022037131961545775e+00,2.561180678953366208e+00
1.095236475465497294e+00,1.028925798329644925e+00,1.028984010825790829e+00,1.029600511674555241e+00,1.030076542539446471e+00,1.028925798329644925e+00,1.136130196214361954e+00,2.072016797227206997e+00,2.628173808019612867e+00
1.123902802815176516e+00,1.052985853071989775e+00,1.053049899014629753e+00,1.053728151400691759e+00,1.054251824147481642e+00,1.052985853071989775e+00,1.162172371052334618e+00,2.123058586315107465e+00,2.696916912923914555e+00
1.153319432352672980e+00,1.077510382233773711e+00,1.077580744711733374e+00,1.078325873862067574e+00,1.078901155820633617e+00,1.077510382233773711e+00,1.188673194426228985e+00,2.175169547289362182e+00,2.767455506821075772e+00
1.183506002218798203e+00,1.102505046566320202e+00,1.102582233800796008e+00,1.103399636058873368e+00,1.104030709804696420e+00,1.102505046566320202e+00,1.215634862765355706e+00,2.228355172754303393e+00,2.839836269351342146e+00
1.214482664556029823e+00,1.127975721554717037e+00,1.128060266089486285e+00,1.128955601498712324e+00,1.129646860540534092e+00,1.127975721554717037e+00,1.243059609058330572e+00,2.282619222360464217e+00,2.914107074978457224e+00
1.246270098961806738e+00,1.153928541942777386e+00,1.154020999480031895e+00,1.155000180758279260e+00,1.155756222622218665e+00,1.153928541942777386e+00,1.270949754606808701e+00,2.337963532779369746e+00,2.990317021864090208e+00
1.278889526293947032e+00,1.180369949869335633e+00,1.180470897724440027e+00,1.181540075344742702e+00,1.182365691832791166e+00,1.180369949869335633e+00,1.299307766600854341e+00,2.394387815144982223e+00,3.068516461271713069e+00
1.312362722837403073e+00,1.207306746457814661e+00,1.207416781610384016e+00,1.208582324740119507e+00,1.209482489165500052e+00,1.207306746457814661e+00,1.328136321465242631e+00,2.451889440211246995e+00,3.148757027490659333e+00
1.346712034841811789e+00,1.234746146635898434e+00,1.234865883359628214e+00,1.236134356459272166e+00,1.237114207690669376e+00,1.234746146635898434e+00,1.357438373830544220e+00,2.510463211796148730e+00,3.231091668268169403e+00
1.381960393439547463e+00,1.262695836894832890e+00,1.262825903954898576e+00,1.264204038897059679e+00,1.265268862083789081e+00,1.262695836894832890e+00,1.387217230879634222e+00,2.570101129484898106e+00,3.315574675734112908e+00
1.418131329954232411e+00,1.291164035630304685e+00,1.291305073044402452e+00,1.292799736684848044e+00,1.293954940579587820e+00,1.291164035630304685e+00,1.417476631711096280e+00,2.630792142060881744e+00,3.402261717799091922e+00
1.455248991609927156e+00,1.320159555640374904e+00,1.320312211007862002e+00,1.321930368221269525e+00,1.323181459072059196e+00,1.320159555640374904e+00,1.448220831248276941e+00,2.692521893735458249e+00,3.491209870002625060e+00
